file_version=91;template_version=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mux Usage,Port,Used?,ID,,Used Port List,LVDS Pair Port,SIUL MSCR#,MSCR SSS,Function,Module,Description,Direction,Type,LP,SCP,Max Signal Frequency [MHz],BGA516,Pad Internal Supply Rail,Pad Reset State,Reserved pins,Application,Block Status,Default,OERC,ODC,SMC,APC,ILS,IBE,HYS,WPDE,WPUE,INV,FILPRES,FILBYPASS,PIN SSS,I/O PIN MSCR#,pin MSCR,PORT INV,PORT SSS,PORT MSCR_MUX,Input Muxing MSCR#,Pin Used?
,PS[9],no,4797,,0,,265,00000010,ATOM6_1,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 1,o,Ultra Strong-Strong-Medium-Weak,,,,AK16,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,265,NOT_INVERTED,,,-,YES
,PV[9],no,5113,,0,,297,00000010,ATOM6_1,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 1,o,Medium-Weak,,,,AC30,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,297,NOT_INVERTED,,,-,NO
,PN[12],no,4320,,0,,220,00001010,ATOM6_1N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 1 Complementary,o,Very Strong-Strong-Medium-Weak,,SCP,,N2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,220,NOT_INVERTED,,,-,NO
,PQ[4],no,4450,,0,,228,00001000,ATOM6_1N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 1 Complementary,o,Medium-Weak,,,,B19,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,228,NOT_INVERTED,,,-,NO
,PQ[9],no,4546,,0,,233,00001010,ATOM6_1N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 1 Complementary,o,Very Strong-Strong-Medium-Weak,,,,A16,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,233,NOT_INVERTED,,,-,NO
,PS[12],no,4833,,0,,268,00000111,ATOM6_1N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 1 Complementary,o,Ultra Strong-Strong-Medium-Weak,,,,AJ18,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,268,NOT_INVERTED,,,-,NO
,PV[12],no,5144,,0,,300,00000111,ATOM6_1N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 1 Complementary,o,Medium-Weak,,,,AA29,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,300,NOT_INVERTED,,,-,NO
,PL[14],no,3825,,0,,190,00001000,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Very Strong-Strong-Medium-Weak,,,,AA19,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,190,NOT_INVERTED,,,-,NO
,PM[7],no,3979,,0,,199,00000110,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Strong-Medium-Weak,,SCP,,K16,VDD_HV_IO_EXT0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,6,00000406,199,NOT_INVERTED,,,-,NO
,PN[4],no,4182,,0,,212,00001011,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Very Strong-Strong-Medium-Weak,,,,G1,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,212,NOT_INVERTED,,,-,YES
,PN[15],no,4369,,0,,223,00000100,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Medium-Weak,,,,P1,VDD_HV_IO_MAIN2,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,223,NOT_INVERTED,,,-,NO
,PQ[6],no,4486,,0,,230,00001001,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Very Strong-Strong-Medium-Weak,,,,B18,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,230,NOT_INVERTED,,,-,NO
,PS[10],no,4809,,0,,266,00000010,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Ultra Strong-Strong-Medium-Weak,,,,AJ17,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,266,NOT_INVERTED,,,-,NO
,PV[10],no,5122,,0,,298,00000010,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Medium-Weak,,,,AB29,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,298,NOT_INVERTED,,,-,NO
,PX[2],no,5382,,0,,322,00000100,ATOM6_2,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2,o,Medium-Weak,,,,B11,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,322,NOT_INVERTED,,,-,YES
,PN[6],no,4218,,0,,214,00001001,ATOM6_2N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2 Complementary,o,Medium-Weak,,,,K1,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,214,NOT_INVERTED,,,-,YES
,PQ[10],no,4562,,0,,234,00001010,ATOM6_2N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2 Complementary,o,Very Strong-Strong-Medium-Weak,,,,B15,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,234,NOT_INVERTED,,,-,NO
,PS[13],no,4845,,0,,269,00000111,ATOM6_2N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2 Complementary,o,Ultra Strong-Strong-Medium-Weak,,,,AK18,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,269,NOT_INVERTED,,,-,YES
,PV[13],no,5154,,0,,301,00000111,ATOM6_2N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 2 Complementary,o,Medium-Weak,,,,AA30,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,301,NOT_INVERTED,,,-,NO
,PN[10],no,4288,,0,,218,00001000,ATOM6_3,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3,o,Medium-Weak,,,,M2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,218,NOT_INVERTED,,,-,NO
,PN[11],no,4300,,0,,219,00000101,ATOM6_3,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3,o,Medium-Weak,,,,M1,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,219,NOT_INVERTED,,,-,NO
,PQ[5],no,4463,,0,,229,00000100,ATOM6_3,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3,o,Very Strong-Strong-Medium-Weak,,SCP,,A19,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,229,NOT_INVERTED,,,-,NO
,PQ[8],no,4523,,0,,232,00000101,ATOM6_3,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3,o,Very Strong-Strong-Medium-Weak,,SCP,,B16,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,232,NOT_INVERTED,,,-,NO
,PS[11],no,4819,,0,,267,00000010,ATOM6_3,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3,o,Ultra Strong-Strong-Medium-Weak,,,,AK17,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,267,NOT_INVERTED,,,-,NO
,PV[11],no,5131,,0,,299,00000010,ATOM6_3,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3,o,Medium-Weak,,,,AB30,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,299,NOT_INVERTED,,,-,NO
,PN[9],no,4273,,0,,217,00001001,ATOM6_3N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3 Complementary,o,Medium-Weak,,,,L2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,217,NOT_INVERTED,,,-,NO
,PQ[7],no,4509,,0,,231,00001000,ATOM6_3N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3 Complementary,o,Medium-Weak,,,,A18,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,231,NOT_INVERTED,,,-,NO
,PQ[11],no,4575,,0,,235,00001000,ATOM6_3N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3 Complementary,o,Very Strong-Strong-Medium-Weak,,,,A15,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,235,NOT_INVERTED,,,-,NO
,PS[14],no,4857,,0,,270,00000111,ATOM6_3N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3 Complementary,o,Ultra Strong-Strong-Medium-Weak,,SCP,,AJ19,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,270,NOT_INVERTED,,,-,NO
,PV[14],no,5164,,0,,302,00000111,ATOM6_3N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 3 Complementary,o,Medium-Weak,,,,Y29,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,7,00000407,302,NOT_INVERTED,,,-,NO
,PB[10],no,416,,0,,26,00011011,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Very Strong-Strong-Medium-Weak,,SCP,,AE19,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,27,0000041B,26,NOT_INVERTED,,,-,YES
,PJ[6],no,3392,,0,,150,00001011,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Strong-Medium-Weak,,SCP,,AA20,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,150,NOT_INVERTED,,,-,NO
,PL[14],no,3831,,0,,190,00001110,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Very Strong-Strong-Medium-Weak,,,,AA19,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,14,0000040E,190,NOT_INVERTED,,,-,NO
,PN[12],no,4316,,0,,220,00000110,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Very Strong-Strong-Medium-Weak,,SCP,,N2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,6,00000406,220,NOT_INVERTED,,,-,NO
,PQ[4],no,4445,,0,,228,00000011,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Medium-Weak,,,,B19,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,3,00000403,228,NOT_INVERTED,,,-,NO
,PQ[9],no,4540,,0,,233,00000100,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Very Strong-Strong-Medium-Weak,,,,A16,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,233,NOT_INVERTED,,,-,NO
,PS[12],no,4829,,0,,268,00000010,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Ultra Strong-Strong-Medium-Weak,,,,AJ18,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,268,NOT_INVERTED,,,-,NO
,PV[12],no,5140,,0,,300,00000010,ATOM6_4,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4,o,Medium-Weak,,,,AA29,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,300,NOT_INVERTED,,,-,NO
,PN[10],no,4290,,0,,218,00001010,ATOM6_4N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4 Complementary,o,Medium-Weak,,,,M2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,218,NOT_INVERTED,,,-,NO
,PN[11],no,4304,,0,,219,00001001,ATOM6_4N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4 Complementary,o,Medium-Weak,,,,M1,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,219,NOT_INVERTED,,,-,NO
,PQ[5],no,4467,,0,,229,00001000,ATOM6_4N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4 Complementary,o,Very Strong-Strong-Medium-Weak,,SCP,,A19,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,229,NOT_INVERTED,,,-,NO
,PQ[8],no,4529,,0,,232,00001011,ATOM6_4N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4 Complementary,o,Very Strong-Strong-Medium-Weak,,SCP,,B16,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,11,0000040B,232,NOT_INVERTED,,,-,NO
,PS[11],no,4821,,0,,267,00000101,ATOM6_4N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4 Complementary,o,Ultra Strong-Strong-Medium-Weak,,,,AK17,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,267,NOT_INVERTED,,,-,NO
,PV[11],no,5134,,0,,299,00000101,ATOM6_4N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 4 Complementary,o,Medium-Weak,,,,AB30,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,299,NOT_INVERTED,,,-,NO
,PN[6],no,4214,,0,,214,00000101,ATOM6_5,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5,o,Medium-Weak,,,,K1,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,214,NOT_INVERTED,,,-,YES
,PQ[10],no,4556,,0,,234,00000100,ATOM6_5,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5,o,Very Strong-Strong-Medium-Weak,,,,B15,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,234,NOT_INVERTED,,,-,NO
,PS[13],no,4841,,0,,269,00000010,ATOM6_5,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5,o,Ultra Strong-Strong-Medium-Weak,,,,AK18,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,269,NOT_INVERTED,,,-,YES
,PV[13],no,5150,,0,,301,00000010,ATOM6_5,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5,o,Medium-Weak,,,,AA30,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,301,NOT_INVERTED,,,-,NO
,PX[3],no,5396,,0,,323,00000011,ATOM6_5,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5,o,Medium-Weak,,,,A12,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,3,00000403,323,NOT_INVERTED,,,-,YES
,PX[7],no,5449,,0,,327,00001010,ATOM6_5,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5,o,Very Strong-Strong-Medium-Weak,LP,,,A24,VDD_HV_IO_LP,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,327,NOT_INVERTED,,,-,YES
,PN[5],no,4201,,0,,213,00001000,ATOM6_5N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5 Complementary,o,Medium-Weak,,,,J2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,8,00000408,213,NOT_INVERTED,,,-,YES
,PN[8],no,4252,,0,,216,00001010,ATOM6_5N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5 Complementary,o,Medium-Weak,,,,L1,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,216,NOT_INVERTED,,,-,NO
,PS[8],no,4788,,0,,264,00000101,ATOM6_5N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5 Complementary,o,Ultra Strong-Strong-Medium-Weak,,SCP,,AJ16,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,264,NOT_INVERTED,,,-,YES
,PV[8],no,5106,,0,,296,00000101,ATOM6_5N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5 Complementary,o,Medium-Weak,,,,AC29,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,296,NOT_INVERTED,,,-,NO
,PX[1],no,5372,,0,,321,00001001,ATOM6_5N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 5 Complementary,o,Medium-Weak,,,,A13,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,9,00000409,321,NOT_INVERTED,,,-,YES
,PL[10],no,3782,,0,,186,00000100,ATOM6_6,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 6,o,Medium-Weak,,,,AA17,VDD_HV_IO_MAIN1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,186,NOT_INVERTED,,,-,NO
,PN[9],no,4269,,0,,217,00000101,ATOM6_6,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 6,o,Medium-Weak,,,,L2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,5,00000405,217,NOT_INVERTED,,,-,NO
,PQ[7],no,4505,,0,,231,00000100,ATOM6_6,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 6,o,Medium-Weak,,,,A18,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,231,NOT_INVERTED,,,-,NO
,PQ[11],no,4571,,0,,235,00000100,ATOM6_6,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 6,o,Very Strong-Strong-Medium-Weak,,,,A15,VDD_HV_IO_MAIN3,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,4,00000404,235,NOT_INVERTED,,,-,NO
,PS[14],no,4852,,0,,270,00000010,ATOM6_6,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 6,o,Ultra Strong-Strong-Medium-Weak,,SCP,,AJ19,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,270,NOT_INVERTED,,,-,NO
,PV[14],no,5160,,0,,302,00000010,ATOM6_6,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 6,o,Medium-Weak,,,,Y29,VDD_HV_IO_EXT1,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,2,00000402,302,NOT_INVERTED,,,-,NO
,PN[7],no,4236,,0,,215,00001010,ATOM6_6N,GTM 0,GTM 0 ARU Timer Output Module 6 Channel 6 Complementary,o,Strong-Medium-Weak,,SCP,,K2,VDD_HV_IO_MAIN0,Hi-Z,,,,,WEAK_DRIVE,DISABLED,DISABLE,DISABLE,AUTOMOTIVE,DISABLED,DISABLED,DISABLED,DISABLED,NOT_INVERTED,0,ENABLED,10,0000040A,215,NOT_INVERTED,,,-,NO
